algorithm_name,dataset_name,max_depth,max_features,min_samples_leaf,n_estimators,mean_fit_time
Random Forest,make_moons,9,auto,2,170,1.1293604373931885
Random Forest,make_moons,9,auto,2,171,1.146927277247111
Random Forest,make_moons,9,auto,2,172,1.146467924118042
Random Forest,make_moons,9,auto,2,173,1.1497960090637207
Random Forest,make_moons,9,auto,2,174,1.0930747985839844
Random Forest,make_moons,9,auto,2,175,1.1690091292063396
Random Forest,make_moons,9,auto,2,176,1.2567020257314045
Random Forest,make_moons,9,auto,2,177,1.1399625142415364
Random Forest,make_moons,9,auto,2,178,1.1697502930959065
Random Forest,make_moons,9,auto,2,179,1.1632694403330486
Random Forest,make_moons,9,auto,2,180,1.2223501205444336
Random Forest,make_moons,9,auto,2,181,1.1866474946339924
Random Forest,make_moons,9,auto,2,182,1.1998934745788574
Random Forest,make_moons,9,auto,2,183,1.244084119796753
Random Forest,make_moons,9,auto,2,184,1.2337675889333088
Random Forest,make_moons,9,auto,2,185,1.2523523171742756
Random Forest,make_moons,9,auto,2,186,1.2261426448822021
Random Forest,make_moons,9,auto,2,187,1.2551754315694172
Random Forest,make_moons,9,auto,2,188,1.281640609105428
Random Forest,make_moons,9,auto,2,189,1.2598106066385906
Random Forest,make_moons,9,auto,2,190,1.2576195398966472
Random Forest,make_moons,9,auto,2,191,1.3106829325358074
Random Forest,make_moons,9,auto,2,192,1.2134600480397542
Random Forest,make_moons,9,auto,2,193,1.308887004852295
Random Forest,make_moons,9,auto,2,194,1.2858811219533284
Random Forest,make_moons,9,auto,2,195,1.3053326606750488
Random Forest,make_moons,9,auto,2,196,1.3112056255340576
Random Forest,make_moons,9,auto,2,197,1.3218148549397786
Random Forest,make_moons,9,auto,2,198,1.2874806722005208
Random Forest,make_moons,9,auto,2,199,1.29606032371521
Random Forest,make_moons,9,auto,3,50,0.3281276226043701
Random Forest,make_moons,9,auto,3,51,0.3479337692260742
Random Forest,make_moons,9,auto,3,52,0.338178555170695
Random Forest,make_moons,9,auto,3,53,0.3416321277618408
Random Forest,make_moons,9,auto,3,54,0.3589286804199219
Random Forest,make_moons,9,auto,3,55,0.3625309467315674
Random Forest,make_moons,9,auto,3,56,0.3605026404062907
Random Forest,make_moons,9,auto,3,57,0.430428425470988
Random Forest,make_moons,9,auto,3,58,0.38194823265075684
Random Forest,make_moons,9,auto,3,59,0.36042507489522296
Random Forest,make_moons,9,auto,3,60,0.37438400586446124
Random Forest,make_moons,9,auto,3,61,0.35441215833028156
Random Forest,make_moons,9,auto,3,62,0.4460485776265462
Random Forest,make_moons,9,auto,3,63,0.41938408215840656
Random Forest,make_moons,9,auto,3,64,0.40612149238586426
Random Forest,make_moons,9,auto,3,65,0.40355348587036133
Random Forest,make_moons,9,auto,3,66,0.43526768684387207
Random Forest,make_moons,9,auto,3,67,0.44104528427124023
Random Forest,make_moons,9,auto,3,68,0.3779810269673665
Random Forest,make_moons,9,auto,3,69,0.4583565394083659
Random Forest,make_moons,9,auto,3,70,0.4891692002614339
Random Forest,make_moons,9,auto,3,71,0.4395175774892171
Random Forest,make_moons,9,auto,3,72,0.5386998653411865
Random Forest,make_moons,9,auto,3,73,0.4838428497314453
Random Forest,make_moons,9,auto,3,74,0.48598210016886395
Random Forest,make_moons,9,auto,3,75,0.4590609073638916
Random Forest,make_moons,9,auto,3,76,0.5567282835642496
Random Forest,make_moons,9,auto,3,77,0.5136561393737793
Random Forest,make_moons,9,auto,3,78,0.6004548072814941
Random Forest,make_moons,9,auto,3,79,0.6031170686086019
Random Forest,make_moons,9,auto,3,80,0.5387937227884928
Random Forest,make_moons,9,auto,3,81,0.6562848885854086
Random Forest,make_moons,9,auto,3,82,0.5280218124389648
Random Forest,make_moons,9,auto,3,83,0.5666353702545166
Random Forest,make_moons,9,auto,3,84,0.5280265013376871
Random Forest,make_moons,9,auto,3,85,0.8753510316212972
Random Forest,make_moons,9,auto,3,86,0.6741004784901937
Random Forest,make_moons,9,auto,3,87,0.5985324382781982
Random Forest,make_moons,9,auto,3,88,0.4863139788309733
Random Forest,make_moons,9,auto,3,89,0.5396304130554199
Random Forest,make_moons,9,auto,3,90,0.5658345222473145
Random Forest,make_moons,9,auto,3,91,0.5907662709554037
Random Forest,make_moons,9,auto,3,92,0.6592656771341959
Random Forest,make_moons,9,auto,3,93,0.6515315373738607
Random Forest,make_moons,9,auto,3,94,0.5826316674550375
Random Forest,make_moons,9,auto,3,95,0.6293284098307291
Random Forest,make_moons,9,auto,3,96,0.6445508797963461
Random Forest,make_moons,9,auto,3,97,0.6509709358215332
Random Forest,make_moons,9,auto,3,98,0.6728814442952474
Random Forest,make_moons,9,auto,3,99,0.6228907108306885
Random Forest,make_moons,9,auto,3,100,0.6715253194173177
Random Forest,make_moons,9,auto,3,101,0.6554532051086426
Random Forest,make_moons,9,auto,3,102,0.6620568434397379
Random Forest,make_moons,9,auto,3,103,0.663561741511027
Random Forest,make_moons,9,auto,3,104,0.6815932591756185
Random Forest,make_moons,9,auto,3,105,0.7363653182983398
Random Forest,make_moons,9,auto,3,106,0.7746137777964274
Random Forest,make_moons,9,auto,3,107,0.7680810292561849
Random Forest,make_moons,9,auto,3,108,0.7003819147745768
Random Forest,make_moons,9,auto,3,109,0.6402029991149902
Random Forest,make_moons,9,auto,3,110,0.7428108851114908
Random Forest,make_moons,9,auto,3,111,0.7648959159851074
Random Forest,make_moons,9,auto,3,112,0.7121767203013102
Random Forest,make_moons,9,auto,3,113,0.7400252819061279
Random Forest,make_moons,9,auto,3,114,0.7519856293996176
Random Forest,make_moons,9,auto,3,115,0.7529125213623047
Random Forest,make_moons,9,auto,3,116,0.7727376619974772
Random Forest,make_moons,9,auto,3,117,0.7951099077860514
Random Forest,make_moons,9,auto,3,118,0.7745761076609293
Random Forest,make_moons,9,auto,3,119,0.775082508722941
Random Forest,make_moons,9,auto,3,120,0.8018254439036051
Random Forest,make_moons,9,auto,3,121,0.7878299554189047
Random Forest,make_moons,9,auto,3,122,0.8197272618611654
Random Forest,make_moons,9,auto,3,123,0.74325958887736
Random Forest,make_moons,9,auto,3,124,0.8400415579477946
Random Forest,make_moons,9,auto,3,125,0.8110559781392416
Random Forest,make_moons,9,auto,3,126,0.8266602357228597
Random Forest,make_moons,9,auto,3,127,0.8393240769704183
Random Forest,make_moons,9,auto,3,128,0.8472286065419515
Random Forest,make_moons,9,auto,3,129,0.8701656659444174
Random Forest,make_moons,9,auto,3,130,0.8544732729593912
Random Forest,make_moons,9,auto,3,131,0.8759763240814209
Random Forest,make_moons,9,auto,3,132,0.8659729957580566
Random Forest,make_moons,9,auto,3,133,0.896874189376831
Random Forest,make_moons,9,auto,3,134,0.882511297861735
Random Forest,make_moons,9,auto,3,135,0.9035417238871256
Random Forest,make_moons,9,auto,3,136,0.8913547197977701
Random Forest,make_moons,9,auto,3,137,0.9039595127105713
Random Forest,make_moons,9,auto,3,138,0.9033954938252767
Random Forest,make_moons,9,auto,3,139,0.9173484643300375
Random Forest,make_moons,9,auto,3,140,0.9104706446329752
Random Forest,make_moons,9,auto,3,141,0.9378623962402344
Random Forest,make_moons,9,auto,3,142,0.9392947355906168
Random Forest,make_moons,9,auto,3,143,0.9370048840840658
Random Forest,make_moons,9,auto,3,144,0.9676739374796549
Random Forest,make_moons,9,auto,3,145,0.9705307483673096
Random Forest,make_moons,9,auto,3,146,0.9454994996388754
Random Forest,make_moons,9,auto,3,147,0.9639407793680826
Random Forest,make_moons,9,auto,3,148,0.9905157089233398
Random Forest,make_moons,9,auto,3,149,0.9917957782745361
Random Forest,make_moons,9,auto,3,150,0.9748711585998535
Random Forest,make_moons,9,auto,3,151,0.96163543065389
Random Forest,make_moons,9,auto,3,152,0.9336753686269125
Random Forest,make_moons,9,auto,3,153,1.0812803109486897
Random Forest,make_moons,9,auto,3,154,0.997542937596639
Random Forest,make_moons,9,auto,3,155,0.9828971227010092
Random Forest,make_moons,9,auto,3,156,1.0613351662953694
Random Forest,make_moons,9,auto,3,157,1.1136975288391113
Random Forest,make_moons,9,auto,3,158,1.0793569087982178
Random Forest,make_moons,9,auto,3,159,1.0313223997751872
Random Forest,make_moons,9,auto,3,160,1.0589380264282227
Random Forest,make_moons,9,auto,3,161,1.0803977648417156
Random Forest,make_moons,9,auto,3,162,1.0557602246602376
Random Forest,make_moons,9,auto,3,163,1.0520985921223958
Random Forest,make_moons,9,auto,3,164,1.0302587350209553
Random Forest,make_moons,9,auto,3,165,1.0998157660166423
Random Forest,make_moons,9,auto,3,166,1.1711694399515789
Random Forest,make_moons,9,auto,3,167,1.0817477703094482
Random Forest,make_moons,9,auto,3,168,1.104257583618164
Random Forest,make_moons,9,auto,3,169,1.1196157137552898
Random Forest,make_moons,9,auto,3,170,1.124493678410848
Random Forest,make_moons,9,auto,3,171,1.1076380411783855
Random Forest,make_moons,9,auto,3,172,1.1377803484598796
Random Forest,make_moons,9,auto,3,173,1.1532098452250164
Random Forest,make_moons,9,auto,3,174,1.0931300322214763
Random Forest,make_moons,9,auto,3,175,1.1886609395345051
Random Forest,make_moons,9,auto,3,176,1.1681418418884277
Random Forest,make_moons,9,auto,3,177,1.1463168462117512
Random Forest,make_moons,9,auto,3,178,1.1801373958587646
Random Forest,make_moons,9,auto,3,179,1.1545472145080566
Random Forest,make_moons,9,auto,3,180,1.1992541154225667
Random Forest,make_moons,9,auto,3,181,1.1799920399983723
Random Forest,make_moons,9,auto,3,182,1.1921465396881104
Random Forest,make_moons,9,auto,3,183,1.1780816713968914
Random Forest,make_moons,9,auto,3,184,1.2176183064778645
Random Forest,make_moons,9,auto,3,185,1.2166295846303303
Random Forest,make_moons,9,auto,3,186,1.2233676115671794
Random Forest,make_moons,9,auto,3,187,1.2013750076293945
Random Forest,make_moons,9,auto,3,188,1.2494396368662517
Random Forest,make_moons,9,auto,3,189,1.1922565301259358
Random Forest,make_moons,9,auto,3,190,1.2359238465627034
Random Forest,make_moons,9,auto,3,191,1.264509677886963
Random Forest,make_moons,9,auto,3,192,1.2742855548858643
Random Forest,make_moons,9,auto,3,193,1.2809916337331135
Random Forest,make_moons,9,auto,3,194,1.2663795948028564
Random Forest,make_moons,9,auto,3,195,1.3004559675852458
Random Forest,make_moons,9,auto,3,196,1.2993597984313965
Random Forest,make_moons,9,auto,3,197,1.2809902826944988
Random Forest,make_moons,9,auto,3,198,1.3002530733744304
Random Forest,make_moons,9,auto,3,199,1.3682652314503987
Random Forest,make_moons,9,sqrt,1,50,0.3728983402252197
Random Forest,make_moons,9,sqrt,1,51,0.37189118067423504
Random Forest,make_moons,9,sqrt,1,52,0.3674791653951009
Random Forest,make_moons,9,sqrt,1,53,0.337936798731486
Random Forest,make_moons,9,sqrt,1,54,0.3650318781534831
Random Forest,make_moons,9,sqrt,1,55,0.41725675264994305
Random Forest,make_moons,9,sqrt,1,56,0.5798283418019613
Random Forest,make_moons,9,sqrt,1,57,0.39518070220947266
Random Forest,make_moons,9,sqrt,1,58,0.46346243222554523
Random Forest,make_moons,9,sqrt,1,59,0.34357213973999023
Random Forest,make_moons,9,sqrt,1,60,0.4340616861979167
Random Forest,make_moons,9,sqrt,1,61,0.44568920135498047
Random Forest,make_moons,9,sqrt,1,62,0.41340438524882
Random Forest,make_moons,9,sqrt,1,63,0.4500320752461751
Random Forest,make_moons,9,sqrt,1,64,0.5204606850941976
Random Forest,make_moons,9,sqrt,1,65,0.509253978729248
Random Forest,make_moons,9,sqrt,1,66,0.616614023844401
Random Forest,make_moons,9,sqrt,1,67,0.4882344404856364
Random Forest,make_moons,9,sqrt,1,68,0.5202181339263916
Random Forest,make_moons,9,sqrt,1,69,0.4001465638478597
Random Forest,make_moons,9,sqrt,1,70,0.48816410700480145
Random Forest,make_moons,9,sqrt,1,71,0.4817315737406413
Random Forest,make_moons,9,sqrt,1,72,0.44211753209431964
Random Forest,make_moons,9,sqrt,1,73,0.48221619923909503
Random Forest,make_moons,9,sqrt,1,74,0.4949762026468913
Random Forest,make_moons,9,sqrt,1,75,0.5552939573923746
Random Forest,make_moons,9,sqrt,1,76,0.4781960646311442
Random Forest,make_moons,9,sqrt,1,77,0.5940333207448324
Random Forest,make_moons,9,sqrt,1,78,0.638850212097168
Random Forest,make_moons,9,sqrt,1,79,0.4893023173014323
Random Forest,make_moons,9,sqrt,1,80,0.5280126730600992
Random Forest,make_moons,9,sqrt,1,81,0.5219821135203043
Random Forest,make_moons,9,sqrt,1,82,0.4950251579284668
Random Forest,make_moons,9,sqrt,1,83,0.6111640135447184
Random Forest,make_moons,9,sqrt,1,84,0.5362956523895264
Random Forest,make_moons,9,sqrt,1,85,0.546061118443807
Random Forest,make_moons,9,sqrt,1,86,0.5759246349334717
Random Forest,make_moons,9,sqrt,1,87,0.5903916358947754
Random Forest,make_moons,9,sqrt,1,88,0.5579545497894287
Random Forest,make_moons,9,sqrt,1,89,0.7643436590830485
Random Forest,make_moons,9,sqrt,1,90,0.5159228642781576
Random Forest,make_moons,9,sqrt,1,91,0.7234296798706055
Random Forest,make_moons,9,sqrt,1,92,0.7393314043680826
Random Forest,make_moons,9,sqrt,1,93,0.7056324481964111
Random Forest,make_moons,9,sqrt,1,94,0.6114983558654785
Random Forest,make_moons,9,sqrt,1,95,0.6470538775126139
Random Forest,make_moons,9,sqrt,1,96,0.6634237766265869
Random Forest,make_moons,9,sqrt,1,97,0.5509869257609049
Random Forest,make_moons,9,sqrt,1,98,0.6346747080485026
Random Forest,make_moons,9,sqrt,1,99,0.6538298924763998
Random Forest,make_moons,9,sqrt,1,100,0.6303399403889974
Random Forest,make_moons,9,sqrt,1,101,0.6892446676890055
Random Forest,make_moons,9,sqrt,1,102,0.6513139406840006
Random Forest,make_moons,9,sqrt,1,103,0.6825064023335775
Random Forest,make_moons,9,sqrt,1,104,0.6860949198404948
Random Forest,make_moons,9,sqrt,1,105,0.7014066378275553
Random Forest,make_moons,9,sqrt,1,106,0.692705233891805
Random Forest,make_moons,9,sqrt,1,107,0.6780317624409994
Random Forest,make_moons,9,sqrt,1,108,0.7134369214375814
Random Forest,make_moons,9,sqrt,1,109,0.7335906823476156
Random Forest,make_moons,9,sqrt,1,110,0.7277501424153646
Random Forest,make_moons,9,sqrt,1,111,0.7294805844624838
Random Forest,make_moons,9,sqrt,1,112,0.7373079458872477
Random Forest,make_moons,9,sqrt,1,113,0.900048573811849
Random Forest,make_moons,9,sqrt,1,114,0.7832394440968832
Random Forest,make_moons,9,sqrt,1,115,0.7679398854573568
Random Forest,make_moons,9,sqrt,1,116,0.7455541292826334
Random Forest,make_moons,9,sqrt,1,117,0.7075533072153727
Random Forest,make_moons,9,sqrt,1,118,0.7579251925150553
Random Forest,make_moons,9,sqrt,1,119,0.7827560106913248
Random Forest,make_moons,9,sqrt,1,120,0.825238307317098
Random Forest,make_moons,9,sqrt,1,121,0.8021227518717448
Random Forest,make_moons,9,sqrt,1,122,0.8047651449839274
Random Forest,make_moons,9,sqrt,1,123,0.8564816315968832
Random Forest,make_moons,9,sqrt,1,124,0.9148844083150228
Random Forest,make_moons,9,sqrt,1,125,0.9417562484741211
Random Forest,make_moons,9,sqrt,1,126,1.030948241551717
Random Forest,make_moons,9,sqrt,1,127,0.8862582047780355
Random Forest,make_moons,9,sqrt,1,128,0.8275156021118164
Random Forest,make_moons,9,sqrt,1,129,0.8567321300506592
Random Forest,make_moons,9,sqrt,1,130,0.8244362672170004
Random Forest,make_moons,9,sqrt,1,131,0.8636922836303711
Random Forest,make_moons,9,sqrt,1,132,0.8794374465942383
Random Forest,make_moons,9,sqrt,1,133,0.8954422473907471
Random Forest,make_moons,9,sqrt,1,134,0.8824783166249593
Random Forest,make_moons,9,sqrt,1,135,0.92335311571757
Random Forest,make_moons,9,sqrt,1,136,0.9196430842081705
Random Forest,make_moons,9,sqrt,1,137,0.9289313952128092
Random Forest,make_moons,9,sqrt,1,138,1.0131312211354573
Random Forest,make_moons,9,sqrt,1,139,0.7662057081858317
Random Forest,make_moons,9,sqrt,1,140,0.820439338684082
Random Forest,make_moons,9,sqrt,1,141,0.8241941134134928
Random Forest,make_moons,9,sqrt,1,142,0.9504717191060384
Random Forest,make_moons,9,sqrt,1,143,0.966580311457316
Random Forest,make_moons,9,sqrt,1,144,1.0303517977396648
Random Forest,make_moons,9,sqrt,1,145,1.0686840216318767
Random Forest,make_moons,9,sqrt,1,146,0.9760981400807699
Random Forest,make_moons,9,sqrt,1,147,0.9278629620869955
Random Forest,make_moons,9,sqrt,1,148,1.017223596572876
Random Forest,make_moons,9,sqrt,1,149,0.9976381460825602
Random Forest,make_moons,9,sqrt,1,150,1.0073796113332112
Random Forest,make_moons,9,sqrt,1,151,1.001816193262736
Random Forest,make_moons,9,sqrt,1,152,0.9715591271718343
Random Forest,make_moons,9,sqrt,1,153,1.0469526449839275
Random Forest,make_moons,9,sqrt,1,154,1.0650142828623455
Random Forest,make_moons,9,sqrt,1,155,1.0314873854319255
Random Forest,make_moons,9,sqrt,1,156,1.0414586067199707
Random Forest,make_moons,9,sqrt,1,157,1.057319164276123
Random Forest,make_moons,9,sqrt,1,158,1.062907377878825
Random Forest,make_moons,9,sqrt,1,159,1.0492343107859294
Random Forest,make_moons,9,sqrt,1,160,1.0798358122507732
Random Forest,make_moons,9,sqrt,1,161,1.1099398136138916
Random Forest,make_moons,9,sqrt,1,162,1.0393682320912678
Random Forest,make_moons,9,sqrt,1,163,1.1186643441518147
Random Forest,make_moons,9,sqrt,1,164,1.172715663909912
Random Forest,make_moons,9,sqrt,1,165,1.0842387676239014
Random Forest,make_moons,9,sqrt,1,166,1.0784025192260742
Random Forest,make_moons,9,sqrt,1,167,1.0764251550038655
Random Forest,make_moons,9,sqrt,1,168,1.1488865216573079
Random Forest,make_moons,9,sqrt,1,169,1.1532684167226155
Random Forest,make_moons,9,sqrt,1,170,1.1956023375193279
Random Forest,make_moons,9,sqrt,1,171,1.1172414620717366
Random Forest,make_moons,9,sqrt,1,172,1.1633299986521404
Random Forest,make_moons,9,sqrt,1,173,1.1605536937713623
Random Forest,make_moons,9,sqrt,1,174,1.1481709480285645
Random Forest,make_moons,9,sqrt,1,175,1.1663746039072673
Random Forest,make_moons,9,sqrt,1,176,1.1979666550954182
Random Forest,make_moons,9,sqrt,1,177,1.1921436786651611
Random Forest,make_moons,9,sqrt,1,178,1.1804095109303792
Random Forest,make_moons,9,sqrt,1,179,1.1869721412658691
Random Forest,make_moons,9,sqrt,1,180,1.237472136815389
Random Forest,make_moons,9,sqrt,1,181,1.1468021869659424
Random Forest,make_moons,9,sqrt,1,182,1.1984979311625164
Random Forest,make_moons,9,sqrt,1,183,1.144570271174113
Random Forest,make_moons,9,sqrt,1,184,1.2322722276051838
Random Forest,make_moons,9,sqrt,1,185,1.2649521827697754
Random Forest,make_moons,9,sqrt,1,186,1.2404124736785889
Random Forest,make_moons,9,sqrt,1,187,1.2477466265360515
Random Forest,make_moons,9,sqrt,1,188,1.2683297793070476
Random Forest,make_moons,9,sqrt,1,189,1.2807255585988362
Random Forest,make_moons,9,sqrt,1,190,1.2903259595235188
Random Forest,make_moons,9,sqrt,1,191,1.389557679494222
Random Forest,make_moons,9,sqrt,1,192,1.3011356989542644
Random Forest,make_moons,9,sqrt,1,193,1.3255630334218342
Random Forest,make_moons,9,sqrt,1,194,1.2891788482666016
Random Forest,make_moons,9,sqrt,1,195,1.310673713684082
Random Forest,make_moons,9,sqrt,1,196,1.1901360352834065
Random Forest,make_moons,9,sqrt,1,197,1.4709289868672688
Random Forest,make_moons,9,sqrt,1,198,1.3343250751495361
Random Forest,make_moons,9,sqrt,1,199,1.2906090418497722
Random Forest,make_moons,9,sqrt,2,50,0.32642412185668945
Random Forest,make_moons,9,sqrt,2,51,0.34066422780354816
Random Forest,make_moons,9,sqrt,2,52,0.36906003952026367
Random Forest,make_moons,9,sqrt,2,53,0.36538004875183105
Random Forest,make_moons,9,sqrt,2,54,0.4394567807515462
Random Forest,make_moons,9,sqrt,2,55,0.36990880966186523
Random Forest,make_moons,9,sqrt,2,56,0.3481306234995524
Random Forest,make_moons,9,sqrt,2,57,0.4175059000651042
Random Forest,make_moons,9,sqrt,2,58,0.46445298194885254
Random Forest,make_moons,9,sqrt,2,59,0.38645315170288086
Random Forest,make_moons,9,sqrt,2,60,0.3982245922088623
Random Forest,make_moons,9,sqrt,2,61,0.3491845925649007
Random Forest,make_moons,9,sqrt,2,62,0.4608928362528483
Random Forest,make_moons,9,sqrt,2,63,0.4224987030029297
Random Forest,make_moons,9,sqrt,2,64,0.5322951475779215
Random Forest,make_moons,9,sqrt,2,65,0.441492239634196
Random Forest,make_moons,9,sqrt,2,66,0.44952575365702313
Random Forest,make_moons,9,sqrt,2,67,0.4335111776987712
Random Forest,make_moons,9,sqrt,2,68,0.38898682594299316
Random Forest,make_moons,9,sqrt,2,69,0.5091244379679362
Random Forest,make_moons,9,sqrt,2,70,0.4705810546875
Random Forest,make_moons,9,sqrt,2,71,0.5139358043670654
Random Forest,make_moons,9,sqrt,2,72,0.45691831906636554
Random Forest,make_moons,9,sqrt,2,73,0.523045539855957
Random Forest,make_moons,9,sqrt,2,74,0.4680320421854655
Random Forest,make_moons,9,sqrt,2,75,0.6590235233306885
Random Forest,make_moons,9,sqrt,2,76,0.46520018577575684
Random Forest,make_moons,9,sqrt,2,77,0.4811769326527913
Random Forest,make_moons,9,sqrt,2,78,0.5297937393188477
Random Forest,make_moons,9,sqrt,2,79,0.47586989402770996
Random Forest,make_moons,9,sqrt,2,80,0.5457861423492432
Random Forest,make_moons,9,sqrt,2,81,0.5386022726694742
Random Forest,make_moons,9,sqrt,2,82,0.4957839647928874
Random Forest,make_moons,9,sqrt,2,83,0.5732078552246094
Random Forest,make_moons,9,sqrt,2,84,0.6275110244750977
Random Forest,make_moons,9,sqrt,2,85,0.6594318548838297
Random Forest,make_moons,9,sqrt,2,86,0.4889654318491618
Random Forest,make_moons,9,sqrt,2,87,0.6050811608632406
Random Forest,make_moons,9,sqrt,2,88,0.5696059862772623
Random Forest,make_moons,9,sqrt,2,89,0.5913313229878744
Random Forest,make_moons,9,sqrt,2,90,0.6185257434844971
Random Forest,make_moons,9,sqrt,2,91,0.6031776269276937
Random Forest,make_moons,9,sqrt,2,92,0.6431069374084473
Random Forest,make_moons,9,sqrt,2,93,0.6315421263376871
Random Forest,make_moons,9,sqrt,2,94,0.6407492160797119
Random Forest,make_moons,9,sqrt,2,95,0.6417522430419922
Random Forest,make_moons,9,sqrt,2,96,0.6556493441263834
Random Forest,make_moons,9,sqrt,2,97,0.6451067924499512
Random Forest,make_moons,9,sqrt,2,98,0.6098965803782145
Random Forest,make_moons,9,sqrt,2,99,0.5969674587249756
Random Forest,make_moons,9,sqrt,2,100,0.8326408863067627
Random Forest,make_moons,9,sqrt,2,101,0.5819522539774576
Random Forest,make_moons,9,sqrt,2,102,0.7733545303344727
Random Forest,make_moons,9,sqrt,2,103,0.7226777076721191
Random Forest,make_moons,9,sqrt,2,104,0.6007323265075684
Random Forest,make_moons,9,sqrt,2,105,0.7178669770558676
Random Forest,make_moons,9,sqrt,2,106,0.696516195933024
Random Forest,make_moons,9,sqrt,2,107,0.7158935070037842
Random Forest,make_moons,9,sqrt,2,108,0.7127615610758463
Random Forest,make_moons,9,sqrt,2,109,0.7002673943837484
Random Forest,make_moons,9,sqrt,2,110,0.705582062403361
Random Forest,make_moons,9,sqrt,2,111,0.7968463897705078
Random Forest,make_moons,9,sqrt,2,112,0.7251997788747152
Random Forest,make_moons,9,sqrt,2,113,0.8445642789204916
Random Forest,make_moons,9,sqrt,2,114,0.8016698360443115
Random Forest,make_moons,9,sqrt,2,115,0.7647656599680582
Random Forest,make_moons,9,sqrt,2,116,0.7970604101816813
Random Forest,make_moons,9,sqrt,2,117,0.737978458404541
Random Forest,make_moons,9,sqrt,2,118,0.7785611947377523
Random Forest,make_moons,9,sqrt,2,119,0.7971243063608805
Random Forest,make_moons,9,sqrt,2,120,0.8030579884847006
Random Forest,make_moons,9,sqrt,2,121,0.8285248279571533
Random Forest,make_moons,9,sqrt,2,122,0.8061565558115641
Random Forest,make_moons,9,sqrt,2,123,0.7508379618326823
Random Forest,make_moons,9,sqrt,2,124,0.9597059090932211
Random Forest,make_moons,9,sqrt,2,125,0.7320565382639567
Random Forest,make_moons,9,sqrt,2,126,0.833076556523641
Random Forest,make_moons,9,sqrt,2,127,0.8156359990437826
Random Forest,make_moons,9,sqrt,2,128,0.9344120820363363
Random Forest,make_moons,9,sqrt,2,129,1.0836699803670247
Random Forest,make_moons,9,sqrt,2,130,0.7138482729593912
Random Forest,make_moons,9,sqrt,2,131,0.780376116434733
Random Forest,make_moons,9,sqrt,2,132,0.8477871417999268
Random Forest,make_moons,9,sqrt,2,133,0.8738585313161215
Random Forest,make_moons,9,sqrt,2,134,0.8751029173533121
Random Forest,make_moons,9,sqrt,2,135,0.930734395980835
Random Forest,make_moons,9,sqrt,2,136,0.851534366607666
Random Forest,make_moons,9,sqrt,2,137,0.8897825082143148
Random Forest,make_moons,9,sqrt,2,138,0.9073518911997477
Random Forest,make_moons,9,sqrt,2,139,0.9338552157084147
Random Forest,make_moons,9,sqrt,2,140,0.9360105196634928
Random Forest,make_moons,9,sqrt,2,141,0.9264622529347738
Random Forest,make_moons,9,sqrt,2,142,0.9294741948445638
Random Forest,make_moons,9,sqrt,2,143,0.9240867296854655
Random Forest,make_moons,9,sqrt,2,144,0.9490350087483724
Random Forest,make_moons,9,sqrt,2,145,0.9890215396881104
Random Forest,make_moons,9,sqrt,2,146,0.9295665423075358
Random Forest,make_moons,9,sqrt,2,147,0.9781548976898193
Random Forest,make_moons,9,sqrt,2,148,0.9529774983723959
Random Forest,make_moons,9,sqrt,2,149,0.9968655904134115
Random Forest,make_moons,9,sqrt,2,150,0.9969445864359537
Random Forest,make_moons,9,sqrt,2,151,1.0397563775380452
Random Forest,make_moons,9,sqrt,2,152,0.9896218776702881
Random Forest,make_moons,9,sqrt,2,153,1.0114452044169109
Random Forest,make_moons,9,sqrt,2,154,1.008109410603841
Random Forest,make_moons,9,sqrt,2,155,1.0281896591186523
Random Forest,make_moons,9,sqrt,2,156,1.0335408846537273
Random Forest,make_moons,9,sqrt,2,157,1.0755308469136555
Random Forest,make_moons,9,sqrt,2,158,1.039319117863973
Random Forest,make_moons,9,sqrt,2,159,1.1052319208780925
Random Forest,make_moons,9,sqrt,2,160,1.039598862330119
Random Forest,make_moons,9,sqrt,2,161,1.123595158259074
Random Forest,make_moons,9,sqrt,2,162,1.1480517387390137
Random Forest,make_moons,9,sqrt,2,163,1.1141858100891113
Random Forest,make_moons,9,sqrt,2,164,1.182657798131307
Random Forest,make_moons,9,sqrt,2,165,1.1046806176503499
Random Forest,make_moons,9,sqrt,2,166,1.0897620519002278
Random Forest,make_moons,9,sqrt,2,167,0.9834473133087158
Random Forest,make_moons,9,sqrt,2,168,1.261342207590739
Random Forest,make_moons,9,sqrt,2,169,1.1237666606903076
Random Forest,make_moons,9,sqrt,2,170,1.1696556409200032
Random Forest,make_moons,9,sqrt,2,171,1.025147517522176
Random Forest,make_moons,9,sqrt,2,172,1.1524624824523926
Random Forest,make_moons,9,sqrt,2,173,1.1446270942687988
Random Forest,make_moons,9,sqrt,2,174,1.1959493160247803
Random Forest,make_moons,9,sqrt,2,175,1.1045830249786377
Random Forest,make_moons,9,sqrt,2,176,1.3165016174316406
Random Forest,make_moons,9,sqrt,2,177,1.1360427538553874
Random Forest,make_moons,9,sqrt,2,178,1.1919817924499512
Random Forest,make_moons,9,sqrt,2,179,1.1718421777089436
Random Forest,make_moons,9,sqrt,2,180,1.123260736465454
Random Forest,make_moons,9,sqrt,2,181,1.292305866877238
Random Forest,make_moons,9,sqrt,2,182,1.221946080525716
